,name,fuel_type,company,kms_driven,year,Price
987,Jeep,Diesel,HYUNDAI,55290,2012,4921
988,Jeep,Petrol,TOYOTA,45222,2017,3712
989,Sedan,Petrol,HYUNDAI,9600,2013,22014
990,Universal,Diesel,SSANGYONG,23720,2015,32524
991,Jeep,Petrol,MAZDA,14600,2002,32024
992,Jeep,Petrol,LAND ROVER,4200,2012,37024
993,Sedan,Petrol,HYUNDAI,32500,2016,3300
994,Jeep,Petrol,LEXUS,62907,2015,9295
995,Hatchback,Diesel,TOYOTA,23556,2019,9495
996,Jeep,Petrol,MERCEDES-BENZ,114112,2013,11450
997,Minivan,Petrol,MAZDA,170000,2001,3170
998,Sedan,Petrol,MERCEDES-BENZ,14330,2001,15020
999,Sedan,Diesel,MERCEDES-BENZ,273141,2011,1556
1000,Jeep,Petrol,BMW,130000,2013,14150
1001,Sedan,Petrol,CHEVROLET,60000,2019,14120
1002,Jeep,Diesel,CHEVROLET,199325,2019,5114
1003,Sedan,Petrol,HYUNDAI,114000,2011,7053
1004,Hatchback,Petrol,HONDA,62200,2013,763
1005,Sedan,Petrol,FIAT,520130,2011,731
1006,Minivan,Petrol,HONDA,16000,2016,7775
1007,Sedan,Petrol,MERCEDES-BENZ,170000,2000,996
1008,Sedan,Petrol,HONDA,32412,2011,9233
1009,Jeep,Diesel,SSANGYONG,411142,2019,1359
1010,Jeep,Petrol,NISSAN,4713,2015,7213
1011,Sedan,Petrol,VOLKSWAGEN,142200,2011,6194
1012,Sedan,Petrol,VOLKSWAGEN,114000,2013,4013
1013,Hatchback,Diesel,TOYOTA,16000,2019,11192
1014,Sedan,Diesel,TOYOTA,130274,2013,5324
1015,Jeep,Petrol,BUICK,30707,2015,1334
1016,Sedan,Petrol,TOYOTA,31329,2014,1244
1017,Jeep,Petrol,SUBARU,4731,2015,1914
1018,Sedan,LPG,MERCEDES-BENZ,300000,1999,7494
1019,Minivan,Petrol,MAZDA,0,2003,4774
1020,Hatchback,Diesel,TOYOTA,60000,2013,1934
1021,Jeep,Petrol,JEEP,17300,2013,7194
1022,Sedan,Petrol,TOYOTA,35000,2011,7494
1023,Coupe,Petrol,MERCEDES-BENZ,50200,2001,7744
1024,Jeep,Diesel,JEEP,170000,2019,7734
1025,Jeep,Petrol,TOYOTA,6560,2011,4354
1026,Sedan,Diesel,MERCEDES-BENZ,220700,2002,9254
1027,Sedan,Diesel,HYUNDAI,34390,2019,4054
1028,Sedan,Diesel,MERCEDES-BENZ,132130,2011,4234
1029,Universal,Petrol,OPEL,1111111,2000,9294
1030,Sedan,Petrol,HYUNDAI,31223,2015,9534
1031,Sedan,Diesel,TOYOTA,2320132,2013,4229
1032,Pickup,Diesel,SSANGYONG,14140,2015,9139
1033,Hatchback,Petrol,HONDA,15321,2015,9949
1034,Hatchback,Diesel,CHEVROLET,1333,2013,11199
1035,Sedan,CNG,HYUNDAI,322943,2011,11529
1036,Sedan,Petrol,VOLKSWAGEN,240000,2002,17119
1037,Universal,Diesel,HYUNDAI,90000,2011,4924
